case_number,company_name,clean_name_1,clean_name_2,emp_1_city,emp_1_state,emp_1_zip,scrape_status
19-RC-272189,Providence Health & Services - Washington d/b/a Providence Centralia Hospital,Washington Hospital,,Olympia,WA,98506,
19-RC-272292,Samaritan Pacific Health Services d/b/a Samaritan Medical Group,,,Newport,OR,97365,
19-RC-273264,Providence Health & Services - Oregon d/b/a Providence Home Health and Hospice,,,Portland,OR,97213,
19-RC-273288,"GC AVANTech, LLC",,,Richland,WA,99354,
19-RC-274885,ALS USA Inc.,,,Fairbanks,AK,99709,
19-RC-275600,All Creatures Animal Hospital,,,,,,
19-RC-276359,"Zap Enterprises LLC dba Greenworks Cannabis, dba Greenworks N.W.",,,Seattle,WA,98133,
19-RC-276605,"Imperfect Foods, Inc.",,,Clackamas,OR,97015,
19-RC-276930,"Lineage Logistics Services, LLC",,,Seattle,WA,98106,
19-RC-277637,Pacific Northwest Regional Council of Carpenters,,,,,,
19-RC-278433,"WestRock Services, LLC",,,Tacoma,WA,98421,
19-RC-279392,Providence Health & Services - Oregon d/b/a Providence Willamette Falls Medical Center,,,Portland,OR,97213,
19-RC-279446,"Gonselves & Santucci, Inc. d/b/a The Conco Companies",,,Kent,WA,98032,
19-RC-281426,MultiCare Health Systems d/b/a Indigo Urgent Care Clinics,,,Tacoma,WA,98402,
19-RC-283436,"Recology Oregon Compost, Inc., d/b/a Recology Organics Aumsville",,,Salem,OR,97317,
19-RC-283469,Hoffman Structures Inc.,,,Seattle,WA,98134,
19-RC-284046,"NW Natural Water of Oregon, LLC",,,Sunriver,OR,97707,
19-RC-284235,"Fred Meyer Stores, Inc.",,,Portland,OR,97202,
19-RC-284405,Antioch University d/b/a Antioch University New England; Antioch University Los Angeles; Antioch University Midwest; Antioch University Santa Barbara; Antioch University Seattle; and Antioch University Online,,,Yellow Springs,OH,45387,
19-RC-284923,"DG Services, LLC and Fluid Controls and Components Inc., a single employer",,,Winslow,NJ,8095,
19-RC-285465,"Chemtrade Sulex, Inc.",,,Mount Vernon,WA,98273,
19-RC-285696,"Lineage Logistics Services, LLC",,,Richland,WA,99354,
19-RC-286301,Penske Logistics LLC,Penske Logistics,,Auburn,WA,98001,
19-RC-286558,"Montana Waste Systems, Inc. dba Headquarters of Montana",,,Missoula,MT,59802,
19-RC-288732,Credena Health LLC d/b/a Credena Health Pharmacy - Monroe,,,Everett,WA,98201,
19-RC-288906,Everett Holdings LLC d/b/a Budlandia,,,Portland,OR,97236,
19-RC-289209,Providence Health and Services - Oregon d/b/a Providence Medford Medical Center,,,Portland,OR,97213,
19-RC-289455,Starbucks Corporation,Starbucks,,Long Island City,NY,11102,
19-RC-289456,"Providence Health and Services, dba Providence Centralia Hospital",,,Olympia,WA,98506,
19-RC-289606,Scapes & Co. Inc.,,,Snohomish,WA,98291,
19-RC-289637,Everett Holdings LLC d/b/a Budlandia,,,Portland,OR,97211,
19-RC-289671,Jim Fisher Corporation d/b/a Jim Fisher Volvo,volvo,,Portland,OR,97210,
19-RC-289812,Starbucks Corporation,Starbucks,,Beaverton,OR,98134,
19-RC-290570,Linde Inc.,,,Fife,WA,98424,
19-RC-292922,Connections Education LLC d/b/a Washington Connections Academy,,,Tumwater,WA,98501,
19-RC-293270,"TransDev Services, Inc.",Transdev,,Portland,OR,97232,
19-RC-293414,All Good Northwest,,,Portland,OR,97214,
19-RC-294187,Starbucks Corporation,Starbucks,,SEATTLE,WA,98134,
19-RC-294218,"Fremont Stash, LLC d/b/a Fremont Lux",,,Seattle,WA,98103,
19-RC-295143,Starline Windows USA LLC,,,,,,
19-RC-295443,Vigor Alaska LLC,,,Ketchikan,AK,99901,
19-RC-296073,Badger Daylighting Corp.,badger daylighting,,Kent,WA,98032,
19-RC-296607,United States Bakery d/b/a Franz Family Bakeries,,,Spokane Valley,WA,99212,
19-RC-296630,"Acme BHAM, LLC d/b/a Acme Farms and Kitchen",,,Bellingham,WA,98225,
19-RC-297395,Weyerhaeuser NR Company,,,Albany,OR,97321,
19-RC-297750,Weyerhaeuser NR Company,,,Eugene,OR,97402,
19-RC-298588,St. Anthony Hospital,,,San Francisco,CA,94107,
19-RC-299157,"Cadman  Materials, Inc.",,,Ferndale,WA,98248,
19-RC-299472,"Centerra Group, LLC, a Constellis Company",centerra,,Coral Springs,FL,33065,
19-RC-300628,"Operations Management International Inc. d/b/a Jacobs Engineering Group, Inc.",,,Renton,WA,98058,
19-RC-300981,Schoolhouse Electric,,,Portland,OR,97210,
19-RC-301655,"Imperfect Foods, Inc.",,,Clackamas,OR,97015,
19-RC-301802,Richard Hugo House,,,Seattle,WA,98102,
19-RC-301815,"Envision Hospice of Washington, LLC",,,Federal Way,WA,98003,
19-RC-302044,Pepsi Northwest Beverage LLC,Pepsi,,Tumwater,WA,98512,
19-RC-302311,Oregon Shakespeare Festival Association,,,Ashland,OR,97520,
19-RC-302631,"Corliss Resources, LLC",,,Vancouver,WA,98662,
19-RC-302649,"IsoRay Medical, Inc.",,,Richland,WA,99354,
19-RC-302841,Providence St Peter Hospital,,,Seattle,WA,98101,
19-RC-303164,"Pacific Architectural Wood Products, Inc.",,,Portland,OR,97213,
19-RC-303527,New Seasons Market LLC,,,Portland,OR,97206,
19-RC-304188,"Inner Light, Inc. d/b/a Deep Roots Piercing & Fine Jewelry",,,Seattle,WA,98105,
19-RC-305031,New Seasons Market LLC,,,Portland,OR,97211,
19-RC-305411,"CGI Federal, Inc.",,,Seattle,WA,98104,
19-RC-305442,Serco Inc.,,,Murfreesboro,TN,37130,
19-RC-305488,"Auto-Chlor System of Washington, Inc.",,,Kent,WA,98032,
19-RC-306337,"HD Supply Facilities Maintenance, LTD.",,,Kent,WA,98032,
19-RC-306378,Starbucks Corporation,Starbucks,,Hillsboro,OR,97124,
19-RC-307416,Phillips 66 Ferndale Refinery,,,Ferndale,WA,98248,
20-RC-018207,CPMC-St. Lukes Hospital,St. Lukes Hospital,Saint Lukes Hospital,San Francisco,CA,94110,
20-RC-018220,Generations Healthcare,,,Santa Ana Heights,CA,92707,
20-RC-018221,"HFS North America, a HAVI Company",,,Sacramento,CA,95834,
20-RC-018231,Pro Transport-1,,,Cotati,CA,94931,
20-RC-018238,First Student,First Student,,Walnut Creek,CA,94596,
20-RC-018255,Medic Ambulance,,,Sacramento,CA,95815,
20-RC-018260,Cavallo Point Hotel,,,Sausalito,CA,94965,
20-RC-018262,"NeilMed Products, Inc.",,,Santa Rosa,CA,95403,
20-RC-018265,Cavallo Point Hotel,,,Sausalito,CA,94965,
20-RC-018268,Progress Vanguard Corporation,,,Rocklin,CA,95765,
20-RC-018272,"AmCan Beverages, Inc.",,,,,,
20-RC-018274,Sunbridge Care Center,,,Paradise,CA,95969,
20-RC-018277,"Airtex Air Conditioning and Heating, Inc.",,,Rancho Cordova,CA,95742,
20-RC-018279,Kindred Health Care-Canyonwood Nursing & Rehab Center,,,Redding,CA,96003,
20-RC-018282,TransCanada US Pipelines (Tuscarora),,,Portland,OR,97201,
20-RC-018283,Allied Waste,Allied Waste,Republic Service,San Carlos,CA,94070,
20-RC-018284,DirecTV Home Services Sacramento,,,Sacramento,CA,95838,
20-RC-018285,Double Tree Hotel,,,Rohnert Park,CA,94928,
20-RC-018293,Hopkins Honda of Fairfield; Hopkins Acura of Fairfield,Honda,,Fairfield,CA,94533,
20-RC-018296,"SERCO Management Services, Inc.",,,San Carlos,CA,94070,
20-RC-018297,"SERCO Management Services, Inc.",,,Sacramento,CA,95822,
20-RC-018300,Sodexo Corporate Services/Food Service,sdh,sodexo,Sacramento,CA,95818,
20-RC-018301,Aleut Global Solutions,,,Sacramento,CA,95834,
20-RC-018302,CB Richard Ellis,,,West Sacramento,CA,95605,
20-RC-018303,7-Up Bottling Company of San Francisco,,,Sacramento,CA,95815,
20-RC-018304,Hanlees VW Subaru,,,Napa,CA,94559,
20-RC-018313,Bridgestone Firestone Mileage Co.,,,Akron,OH,44317,
20-RC-018315,DBI Beverages,,,West Sacramento,CA,95691,
20-RC-018316,"Meridian Health Services, Inc. d/b/a Shasta View Nursing Center",,,Weed,CA,96094,
20-RC-018323,Zale Corporation,,,Vacaville,CA,95687,
20-RC-018331,Bayshore Ambulance Company,,,Foster City,CA,94404,
20-RC-018332,Horizon West McKinley Health Care Center,,,Sacramento,CA,95816,
20-RC-018333,Springs Road Healthcare Center,,,Vallejo,CA,94591,
20-RC-018334,Heartwood Avenue Healthcare Center,,,Vallejo,CA,94591,
20-RC-018335,"First Responder, Emergency Medical Services",,,Sacramento,CA,95827,
20-RC-018336,Alsco North American Linen,alsco,,Santa Rosa,CA,95403,
20-RC-018338,L3 Vertex Aerospace C-12 Program McClellan Air Field,L3,Vertex Aerospace,McClellan,CA,95652,
20-RC-018339,Ryder Truck,Ryder,,Apollo Beach,FL,33572,
20-RC-018354,The Bay Citizen (Bay Area News Project),,,San Francisco,CA,94108,
20-RC-018362,"AKAL Security, Inc.",,,Santa Cruz,CA,87567,
20-RC-018363,Mileage Sales,,,Sacramento,CA,95825,
20-RC-018365,UFCW Local 5,United Food Commercial Workers,UFCW,,,,
20-RC-064461,Synergy Property Management,,,San Francisco,CA,94108,
20-RC-071937,7-Up Bottling Company of San Francisco,,,Sacramento,CA,95815,
20-RC-072679,"Guam Industrial Services, Inc. DBA",,,Santa Rita,GU,96915,
20-RC-074337,Sacramento Subacute,,,Sacramento,CA,95841,
20-RC-075265,"Gulf Copper Ship Repair, Inc.",,,Agat,GU,96915,
20-RC-077937,Dyncorp C-20,DynCorp,,Fort Worth,TX,76177,
20-RC-078220,Puna Geo Thermal,,,Pahoa,HI,96778,
20-RC-078933,Shasta View Nursing Center,,,Weed,CA,96094,
20-RC-084933,Vin Lux Fine Wine Transport,,,Napa,CA,94558,
20-RC-086142,"Golden Living Center, London House Sonoma",Golden Living,GGNSC,Sonoma,CA,95476,
20-RC-086246,"CBRE Technical Services LLC, a subsidiary of CBRE, Inc.",CBRE,,Sacramento,CA,95814,
20-RC-086686,QUEENS MEDICAL CENTER,,,Honolulu,HI,96813,
20-RC-091029,"Guitar Center Stores, Inc.",,,San Francisco,CA,94109,
20-RC-091114,Six Flags Discovery Kingdom,,,Vallejo,CA,94589,
20-RC-091869,"Garda CL West, LLC",garda CL,,Boca Raton,FL,33432,
20-RC-091871,All Weather Industrial Panels,,,Vacaville,CA,95688,
20-RC-093997,Pyramid Kona Management LLC dba Sheraton Kona Resort and Spa at Keauhou Bay,,,Kailua Kona,HI,96740,
20-RC-096430,Oroville Hospital,,,Oroville,CA,95966,
20-RC-097944,Massage Bar Inc.,,,Seattle,WA,98115,
20-RC-097995,"Seton Medical Center, Daughters of Charity",,,Daly City,CA,94015,
20-RC-098096,Graniterock,,,Watsonville,CA,95077,
20-RC-098730,Saint Francis Memorial Hospital,St Francis,Saint Francis,San Francisco,CA,94109,
20-RC-099366,Chevron Refinery,,,Kapolei,HI,96707,
20-RC-099573,Millenium Tower Association,millenium tower,,San Francisco,CA,94105,
20-RC-099717,Queens Medical Center,,,Honolulu,HI,96813,
20-RC-101295,"S.S. Skikos, Inc.",,,Santa Rosa,CA,95407,
20-RC-101413,"Guam Industrial Services, Inc.",,,Santa Rita,GU,96915,
20-RC-101528,Waste Management,,,Sacramento,CA,95828,
20-RC-102337,Larkin Street Youth Services,Youth services,,San Francisco,CA,94109,
20-RC-102585,Pacific Waste,,,Kailua Kona,HI,96740,
20-RC-103683,Paradise Beverages,,,Lihue,HI,96766,
20-RC-104041,Pepsi Beverages Company,Pepsi,,Benicia,CA,94510,
20-RC-106571,FIRST RESPONDER EMS INC. OF SACRAMENTO,,,Sacramento,CA,95827,
20-RC-108858,Vision Service Plan,,,Rancho Cordova,CA,95670,
20-RC-109038,First Vehicle Services,,,SAN MATEO,CA,94403,
20-RC-110366,Sheraton Kona Resort and Spa at Keauhou Bay,,,Kailua-Kona,HI,96740,
20-RC-110463,"Anheuser-Busch Sales of Hawaii, Inc.",,,Aiea,HI,96701,
20-RC-110670,Amerigas,amerigas,,YUBA CITY,CA,95991,
20-RC-111031,Jones Lang LaSalle,Jones Lang,,San Carlos,CA,94070,
20-RC-111147,Sacramento Container Corporation,,,McClellan,CA,95652,
20-RC-112007,Mercy San Juan Medical Center,,,Carmichael,CA,95608,
20-RC-112392,Kamehameha Schools,,,Honolulu,HI,96817,
20-RC-112656,"CPMC, Pacific Campus",,,San Francisco,CA,94115,
20-RC-112809,Rideout Health,,,Yuba City,CA,95991,
20-RC-113305,Dignity Health Care dba Mercy Medical Center Redding,,,REDDING,CA,96001,
20-RC-113313,St. Mary's Medical Center,,,San Francisco,CA,94117,
20-RC-113900,United Site Services,,,Benecia,CA,94510,
20-RC-114065,Oahu Care Facility,,,Honolulu,HI,96826,
20-RC-115434,Securitas USA,Securitas,,Honolulu,HI,96817,
20-RC-115784,Kaanapali Alii Classic Resorts dba Kaanapali Alii,,,Lahaina,HI,96761,
20-RC-117664,"Mercy San Juan Hospital, Dignity Health",Mercy ,,Carmichael,CA,95608,
20-RC-117884,"Sunoptics a subsidiary of Acuity Brands, Inc.",,,Sacramento,CA,95822,
20-RC-118302,Mercy San Juan Medical Center,,,Carmichael,CA,95608,
20-RC-118520,Wolf Creek Federal Services,,,Honolulu,HI,96819,
20-RC-118582,USA Waste Management of California,,,Woodland,CA,95776,
20-RC-118762,Restpad Psychiatric Health Facility,,,REDDING,CA,96001,
20-RC-118903,Mercy General Hospital,,,Sacramento,CA,95819,
20-RC-119378,"Paragon Systems, Inc.",paragon ,,SAN FRANCISCO,CA,94128,
20-RC-120309,Healthcare Services Group,Healthcare services,,San Rafael,CA,94901,
20-RC-120380,St. Joseph Hospital,st joseph,saint joseph,Eureka,CA,95501,
20-RC-120383,"St. Francis Hospital, Dignity Health",St Francis,Saint Francis,San Francisco,CA,94109,
20-RC-120707,Computer Sciences Corporation,Computer Sciences,,Wheeler Army Airfield,HI,96854,
20-RC-121101,Matson,,,Honolulu,HI,96819,
20-RC-122063,Developmental Disabilities Service Organization,,,Sacramento,CA,95824,
20-RC-122262,Sierra Nevada Memorial Hospital,,,Grass Valley,CA,95945,
20-RC-123231,Pacific Gas & Electric Co.,,,San Francisco,CA,94105,
20-RC-123523,"Azul Hawaii Resorts-Koloa, LLC dba Koloa Landing at Poipu Beach Wyndham Grand Resort",,,Koloa,HI,96756,
20-RC-123524,"Crystal Springs Golf Partners, LP",,,Burlingame,CA,94010,
20-RC-123999,Foley Electric Inc.,,,Redwood City,CA,94063,
20-RC-124385,"MV Transportation, San Francisco Division",,,Brisbane,CA,94005,
20-RC-125560,Securitas USA,Securitas,,Honolulu,HI,96817,
20-RC-125839,Ecole Bilingue de Berkeley,,,Berkeley,CA,94710,
20-RC-126147,San Francisco Art Institute,,,San Francisco,CA,94133,
20-RC-126208,Eskaton,,,GRASS VALLEY,CA,95945,
20-RC-126521,Lace House Linen Supply Co.,,,Petaluma,CA,94952,
20-RC-128426,Mehroke LLC dba Orland AM/PM,,,ORLAND,CA,95963,
20-RC-129494,Island Ready-Mix Concrete,,,Kapolei,HI,96707,
20-RC-130048,Sonic.net,,,Santa Rosa,CA,95407,
20-RC-130960,"Redwood Debris Box Service Trucking, Inc.",,,San Leandro,CA,94577,
20-RC-131238,"North Hawaii Community Hospital, Inc. and dba North Hawaii Medical Group",,,Kamuela,HI,96743,
20-RC-131422,Professional Transport,,,COTATI,CA,94931,
20-RC-131956,Airgas,Airgas,,Sacramento,CA,95828,
20-RC-132310,Aerojet Rocketdyne,,,Rancho Cordova,CA,95742,
20-RC-132959,Waste Management USA/Grass Valley,,,Grass Valley,CA,95845,
20-RC-133554,"Eldon's Five Star Transport, Inc.",,,San Francisco,CA,94124,
20-RC-133841,"Allied Waste Services of North America, LLC d/b/a Allied Waste Services of Sacramento and Republic Services of Sacramento",Allied Waste,Republic Service,Sacramento,CA,95828,
20-RC-134557,Greenfield Care Center of Fairfield,,,Fairfield,CA,94533,
20-RC-134646,Queens Medical Center,,,Honolulu,HI,96813,
20-RC-135394,Graton Economic Development Authority d/b/a Graton Resort and Casino,,,Rohnert Park,CA,94928,
20-RC-135633,Susquehanna Radio Corp. d/b/a KNBR 680 AM and KTCT 1050 AM,,,ATLANTA,GA,30305,
20-RC-136640,Edgewood Center for Children and Families,,,San Francisco,CA,94116,
20-RC-136941,Dollar/Thrifty Group,,,Honolulu,HI,96814,
20-RC-137143,"Paragon Systems, Inc.",paragon ,,HERNDON,VA,20171,
20-RC-137151,Dignity Health d/b/a Mercy San Juan Medical Center,,,Carmichael,CA,95608,
20-RC-137751,St. Joseph Hospital of Eureka,st joseph,saint joseph,Eureka,CA,95501,
20-RC-138632,Clover Gardens,,,Orangevale,CA,95662,
20-RC-138678,"Loop Transportation, Inc.",,,San Francisco,CA,94107,
20-RC-138742,Larkin Street Youth Services,Youth services,,San Francisco,CA,94109,
20-RC-139111,Petaluma Valley Hospital,,,Petaluma,CA,94954,
20-RC-140248,Pacific Gas & Electric Co.,,,San Francisco,CA,94105,
20-RC-140392,Covanta Energy,,,Kapolei,HI,96707,
20-RC-140506,Dominican University of California,,,San Rafael,CA,94901,
20-RC-141555,"Paradise Beverages, Incorporated dba Paradise Beverages-Maui",,,Kahului,HI,96732,
20-RC-141828,Oahu Care Facility,,,Honolulu,HI,96826,
20-RC-142676,"Securitas, USA (Lihue, Kauai Location)",Securitas,,Honolulu,HI,96817,
20-RC-143216,Screen Actors Guild-American Federation of Television and Radio Artists,,,San Francisco,CA,94104,
20-RC-143583,Pacific Gas & Electric,,,Vacaville,CA,95688,
20-RC-144588,Compass Transportation,Compass,,South San Francisco,CA,94080,
20-RC-145236,"Cumulus Media, Inc. d/b/a KNBR 680 AM and KTCT 1050 AM",,,San Francisco,CA,94105,
20-RC-145340,Oceanic Time Warner Cable,Time Warner,,Mililani,HI,96789,
20-RC-145601,Computer Sciences Corporation,Computer Sciences,,Schofield Barracks,HI,96757,
20-RC-145741,"Montage Hotels & Resorts LLC dba Montage Kapalua Bay and KB Employees, LLC",,, Maui,HI,96761,
20-RC-146563,"Securitas Security Services USA, Inc.",Securitas,,Chicago,IL,60601,
20-RC-147160,"S.S. Skikos, Inc.",,,Santa Rosa,CA,95407,
20-RC-147860,West County Health Center,,,Guerneville,CA,95446,
20-RC-148075,St. Joseph Hospital,st joseph,saint joseph,Eureka,CA,95501,
20-RC-148076,St. Joseph Hospital,st joseph,saint joseph,Eureka,CA,95501,
20-RC-149550,"Pacific Cycle, Inc.",,,Vacaville,CA,95688,
20-RC-149999,"Exemplar, Inc.",,,El Cajon,CA,92020,
20-RC-150089,"Bauer's Intelligent Transportation, Inc.",,,San Francisco,CA,94158,
20-RC-150652,"Genesis Healthcare, American River Care Center",,,Carmichael,CA,95608,
20-RC-151884,Dignity Health/St. Mary's Medical Center San Francisco,,,San Francisco,CA,94117,
20-RC-152268,Polynesian Adventure Tours LLC dba Polynesian Adventure Tours,,,Honolulu,HI,96819,
20-RC-152288,"Securitas Security Services USA, Inc.",Securitas,,Honolulu,HI,96817,
20-RC-152357,Public Health Foundation Enterprises d/b/a San Francisco Homeless Outreach Team,,,Queens,NY,11412,
20-RC-152837,"Dignity Health d/b/a Mercy General Hospital,  Mercy San Juan Medical Center, and Woodland Healthcare",Mercy ,,Rancho Cordova,CA,95670,
20-RC-153017,"Equinox Holdings, Inc.",,,San Francisco,CA,94103,
20-RC-153296,"Waste Management, Grass Valley",,,Grass Valley,CA,95949,
20-RC-153304,"Maui Economic Opportunity, Inc.",,,Kahului,HI,96733,
20-RC-153475,"Capay, Inc. d/b/a Farm Fresh To You",,,West Sacramento,CA,95691,
20-RC-153896,"Serco Management Services, Inc.",,,San Francisco,CA,94124,
20-RC-154097,St. Giles International,,,San Francisco,CA,94103,
20-RC-154840,Arden Post Acute Rehab,,,Sacramento,CA,95825,
20-RC-155389,"Clean Harbors Environmental Services, Inc.",,,South San Francisco,CA,94080,
20-RC-155431,Millennium Tower,,,SAN FRANCISCO,CA,94105,
20-RC-155515,"Capay, Inc. d/b/a Farm Fresh To You",,,West Sacramento,CA,95691,
20-RC-155605,Redwood Memorial Hospital,,,Fortuna,CA,95540,
20-RC-155684,"Foodland Super Market, Limited",,,Honolulu,HI,96816,
20-RC-156303,"Matheson Postal Services, Inc.",,,Sacramento,CA,95827,
20-RC-157192,Waste Management,,,Redding,CA,96002,
20-RC-157293,Healthcare Services Group @Windsor Care,Healthcare services,,Sacramento,CA,95838,
20-RC-157324,Windsor Care,,,Sacramento,CA,95838,
20-RC-159587,First District Appellate Project (FDAP),,,Oakland,CA,94612,
20-RC-160065,Novato Healthcare Center,,,Novato,CA,94947,
20-RC-160089,Vibra Hospital of Sacramento,,,Folsom,CA,95630,
20-RC-160266,"Michelangelo Leasing, Inc. DBA Divine Transportation",,,South San Francisco,CA,94080,
20-RC-161394,"D.S. Services of America, Inc. d/b/a Alhambra",,,Santa Rosa,CA,95407,
20-RC-162276,Courtyard Healthcare Center,,,Davis,CA,95616,
20-RC-162445,Petaluma Valley Hospital,,,Petaluma,CA,94954,
20-RC-163234,"Goldbelt Falcon, LLC",,,Chesapeake,VA,23320,
20-RC-163890,Project Open Hand,,,San Francisco,CA,94109,
20-RC-166692,"KM Industrial, Inc. (dba K2 Industrials)",,,Benicia,CA,94510,
20-RC-167869,BCI COCA-COLA BOTTLING COMPANY OF LOS ANGELES,Coca Cola,,Hilo,HI,96720,
20-RC-167870,Jalilie Electric Inc. dba Ridgeway Electric,,,Burlingame,CA,94010,
20-RC-167980,"Pro Transport-1, LLC",,,Sacramento,CA,95815,
20-RC-168273,Alamo Drafthouse New Mission Theatre,,,San Francisco,CA,94110,
20-RC-168317,"CBS Radio, Inc. d/b/a KCBS-AM",CBS,KYW,San Francisco,CA,94111,
20-RC-168477,"Hyatt Corporation, As Agent for Kawailoa Development, a Hawaii General Partnership, d/b/a Grand Hyatt Kauai Resort & Hotel",Hersha Hospitality,Hyatt,Koloa,HI,96756,
20-RC-169598,"Hawaii Stevedores, Inc.",,,Honolulu,HI,96819,
20-RC-170148,CymStar,,,Travis AFB,CA,94535,
20-RC-170260,Petaluma Valley Hospital,,,Petaluma,CA,94954,
20-RC-170461,"URS Federal Services, Inc.",URS Federal,,Herlong,CA,96113,
20-RC-170680,Mercy McMahon Terrace,,,Sacramento,CA,95819,
20-RC-171148,Pediahealth Corp. d/b/a Kulana Malama,,,Ewa Beach,HI,96706,
20-RC-171296,"First Transit, Inc.",First Transit,,Redwood City,CA,94063,
20-RC-171529,"Island Ready-Mix Concrete, Inc.",,,Kapolei,HI,96707,
20-RC-171806,Pine Creek Care Center,,,Roseville,CA,95661,
20-RC-172076,Notre Dame de Namur University,,,Belmont,CA,94002,
20-RC-172587,"The Rockhill Group, Inc.",,,Molino,FL,32577,
20-RC-172959,"Sutter West Bay Hospitals, d/b/a California Pacific Medical Center",,,San Francisco,CA,94118,
20-RC-173060,"Matson Terminals, Inc.",,,Honolulu,HI,96819,
20-RC-173268,Redwood Landfill Inc.,,,Novato,CA,94945,
20-RC-173297,"Matson Terminals, Inc.",,,Hilo,HI,96720,
20-RC-173369,WAVE Broadband,,,Kirkland,WA,98033,
20-RC-174026,"NVT, LLC",,,Belmont,CA,94002,
20-RC-174028,Notre Dame de Namur University,,,Belmont,CA,94002,
20-RC-174365,Securitas Security Services USA Inc.,Securitas,,Honolulu,HI,96817,
20-RC-174840,Pacific Gas and Electric Co.,,,San Francisco,CA,94103,
20-RC-175406,"Osmose Utilities Services, Inc. dba Ikaika",,,Kailua,HI,96734,
20-RC-175498,North Hawaii Community Hospital,,,Kamuela,HI,96743,
20-RC-175583,Dignity Health,,,Sacramento,CA,95823,
20-RC-175701,Raytheon Company,,,Orlando,FL,32826,
20-RC-175834,"Securitas Security Services USA, Inc.",Securitas,,Honolulu,HI,96817,
20-RC-175836,"Securitas Security Services USA, Inc.",Securitas,,Honolulu,HI,96817,
20-RC-175876,"McCabe, Hamilton & Renny Co., Ltd.",,,Honolulu,HI,96813,
20-RC-176883,YOUNG BROTHERS LTD.,,,Honolulu,HI,96801,
20-RC-177394,"Securitas Security Services USA, Inc.",Securitas,,Honolulu,HI,96817,
20-RC-177765,Four Seasons Hotel - Palo Alto,,,East Palo Alto,CA,94303,
20-RC-177882,Straub Clinic & Hospital,,,Honolulu,HI,96813,
20-RC-179963,The Queen's Medical Center,,,Honolulu,HI,96813,
20-RC-180637,Unilab Corporation dba Quest Diagnostics,,,Healdsburg,CA,95448,
20-RC-180700,St. Joseph Hospital,st joseph,saint joseph,Eureka,CA,95501,
20-RC-184659,"Inter Con Security Systems, Inc.",,,PASADENA,CA,91105,
20-RC-185503,Queen of the Valley Medical Center,,,Napa,CA,94558,
20-RC-186776,Dignity Medical Group/St. Francis,St Francis,Saint Francis,San Francisco,CA,94107,
20-RC-187862,The Ritz-Carlton Hotel Company dba The Ritz-Carlton Hotel Kapalua,,,Kapalua,HI,96761,
20-RC-188438,Kaiser Permanente,Kaiser permanante,Kaiser,Oakland,CA,94612,
20-RC-188550,"Starwood Hotels & Resort Management Company, LLC, d/b/a The St. Regis Princeville Resort",,,Princeville,HI,96722,
20-RC-190542,"La Clinica De La Raza, Inc.",,,Oakland,CA,94601,
20-RC-191079,Dignity Health - Sequoia Hospital,,,Redwood City,CA,94062,
20-RC-191081,The Queen's Medical Center,,,Honolulu,HI,96813,
20-RC-191149,Pacific Gas & Electric,,,San Francisco,CA,94105,
20-RC-191519,Pentair Thermal Management,,,Redwood City,CA,94063,
20-RC-191793,Culinary Institute of America,,,Saint Helena,CA,94574,
20-RC-192818,"Charter Communications, Inc., d/b/a Oceanic Time Warner Cable, LLC",Time Warner,,Mililani,HI,96789,
20-RC-192969,"Pacific Waste Systems, LLC",,, Guam,GU,96913,
20-RC-194324,"American Guard Services, Inc.",,,Honolulu,HI,96819,
20-RC-195124,St. Joseph Hospital - Eureka,st joseph,saint joseph,Eureka,CA,95501,
20-RC-195339,"Whitestone Group, Inc.",Whitestone,,Folsom,CA,95630,
20-RC-195517,Clock Freight,,,South San Francisco,CA,94080,
20-RC-195687,Sacramento Ballet Association,,,Sacramento,CA,95816,
20-RC-197722,The Ratto Group,,,Santa Rosa,CA,95407,
20-RC-198241,"M1 Support Services, LP",,,Denton,TX,76201,
20-RC-198427,"MTG Acquisitions, LLC d/b/a Dav El & Boston Coach",,,South San Francisco,CA,94080,
20-RC-200901,"Superior Supplies, Inc.",,,SANTA ROSA,CA,95401,
20-RC-201606,"Honsador Lumber, LLC",,,Kapolei,HI,96707,
20-RC-202536,Pacific Gas & Electric Co.,,,San Francisco,CA,94105,
20-RC-202982,"Charter Communications, Inc. f/k/a Oceanic Time Warner Cable LLC",Time Warner,,Mililani,HI,96789,
20-RC-203734,EthosEnergy Group,EthosEnergy,,Houston,TX,77092,
20-RC-204177,Pacific Gas and Electric,,,San Francisco,CA,94105,
20-RC-204657,Shasta Regional Medical Center,,,Redding,CA,96001,
20-RC-205193,Westfield Galleria - Roseville,,,Roseville,CA,95678,
20-RC-205533,Terminix International Company Limited,terminix,,Chico,CA,95928,
20-RC-205590,"North Hawaii Community Hospital, Inc. (NHCH)",,,Kamuela,HI,96743,
20-RC-205845,Queen of the Valley Medical Center,,,Napa,CA,94558,
20-RC-205892,"Emcor Facilities Services, Inc.",emcor,,Menlo Park,CA,94025,
20-RC-206118,"Richmond Area Multi-Services, Inc.",,,San Francisco,CA,94118,
20-RC-206138,Native Hawaiian Veterans LLC,,,Honolulu,HI,96819,
20-RC-206361,Terminix International Company Limited,terminix,,Redding,CA,96003,
20-RC-206877,"Troon Golf, L.L.C. d/b/a Kapalua Golf",,,Kapalua,HI,96761,
20-RC-206918,Dignity Health d/b/a Mercy Hospital of Folsom,,,Folsom,CA,95630,
